dates,tmin, tmax, pluie, neige, soleil, een
1950-01-01,-15.3,-1.9,0.0,0.0,0.5,-1
1950-01-02,-6.4,1.2,0.3,0.0,0.5,-1
1950-01-03,-1.8,9.2,0.7,0.0,0.5,-1
1950-01-04,0.0,7.4,0.1,0.2,0.5,-1
1950-01-05,-19.1,-13.2,0.0,0.0,0.5,-1
1950-01-06,-17.8,-9.8,0.0,0.0,0.5,-1
1950-01-07,-17.0,-10.3,0.0,0.0,0.5,-1
1950-01-08,-30.1,-16.6,0.0,0.1,0.5,-1
1950-01-09,-27.7,-7.2,0.0,0.0,0.5,-1
1950-01-10,-16.2,2.4,0.3,0.0,0.5,-1
1950-01-11,-16.3,-12.9,0.0,0.0,0.5,-1
1950-01-12,-22.4,-8.7,0.0,0.0,0.5,-1
1950-01-13,-18.5,5.8,1.5,0.2,0.5,-1
1950-01-14,-15.7,5.2,0.3,0.0,0.5,-1
1950-01-15,-19.6,1.7,0.0,0.1,0.5,-1
1950-01-16,-16.6,-4.8,0.0,0.1,0.5,-1
1950-01-17,-19.5,-7.2,0.0,0.6,0.5,-1
1950-01-18,-18.5,-6.4,0.0,0.4,0.5,-1
1950-01-19,-35.9,-19.0,0.0,0.0,0.5,-1
1950-01-20,-36.0,-19.4,0.0,0.2,0.5,-1
1950-01-21,-28.3,-8.8,0.0,0.1,0.5,-1
1950-01-22,-17.2,-4.4,0.0,0.2,0.5,-1
1950-01-23,-15.5,-14.4,0.0,0.0,0.5,-1
1950-01-24,-23.3,1.1,0.2,0.1,0.5,-1
1950-01-25,-17.2,13.3,1.6,0.0,0.5,-1
1950-01-26,-2.7,0.5,0.0,0.0,0.5,-1
1950-01-27,-24.9,-12.7,0.0,0.0,0.5,-1
1950-01-28,-19.9,1.6,0.0,0.0,0.5,-1
1950-01-29,-11.0,2.7,0.0,0.1,0.5,-1
1950-01-30,-21.6,-17.2,0.0,0.0,0.5,-1
1950-01-31,-24.4,-13.8,0.0,0.2,0.5,-1
1950-02-01,-21.0,-6.1,0.0,0.2,0.5,-1
1950-02-02,-24.4,-4.4,0.0,0.3,0.5,-1
1950-02-03,-21.6,-7.2,0.0,0.0,0.5,-1
1950-02-04,-15.5,-11.6,0.0,0.0,0.5,-1
1950-02-05,-24.4,-13.8,0.0,0.3,0.5,-1
1950-02-06,-20.5,-8.3,0.0,0.1,0.5,-1
1950-02-07,-27.1,-16.6,0.0,0.0,0.5,-1
1950-02-08,-29.4,-8.3,0.0,0.1,0.5,-1
1950-02-09,-26.0,-6.6,0.0,0.3,0.5,-1
1950-02-10,-16.0,-2.7,0.0,0.1,0.5,-1
1950-02-11,-12.7,-2.2,0.0,0.2,0.5,-1
1950-02-12,-15.5,-6.6,0.0,0.0,0.5,-1
1950-02-13,-17.2,-2.7,0.0,0.0,0.5,-1
1950-02-14,-17.7,-4.4,0.0,0.5,0.5,-1
1950-02-15,-9.9,-2.7,0.0,0.6,0.5,-1
1950-02-16,-4.9,-1.1,0.0,0.1,0.5,-1
1950-02-17,-6.1,-2.7,0.0,0.0,0.5,-1
1950-02-18,-6.6,-2.7,0.0,1.5,0.5,-1
1950-02-19,-19.4,-16.0,0.0,0.0,0.5,-1
1950-02-20,-33.2,-19.9,0.0,0.0,0.5,-1
1950-02-21,-36.6,-17.2,0.0,0.0,0.5,-1
1950-02-22,-30.5,-11.0,0.0,0.3,0.5,-1
1950-02-23,-21.0,-8.8,0.0,0.4,0.5,-1
1950-02-24,-13.8,-7.7,0.0,0.0,0.5,-1
1950-02-25,-25.5,-16.0,0.0,0.0,0.5,-1
1950-02-26,-28.8,-17.7,0.0,0.0,0.5,-1
1950-02-27,-23.8,-12.2,0.0,0.0,0.5,-1
1950-02-28,-29.4,-8.3,0.0,0.4,0.5,-1
1950-03-01,-19.9,-7.2,0.0,0.2,0.5,-1
1950-03-02,-25.5,-23.8,0.0,0.0,0.5,-1
1950-03-03,-32.1,-20.5,0.0,0.0,0.5,-1
1950-03-04,-35.5,-1.6,0.0,0.6,0.5,-1
1950-03-05,-24.9,3.3,0.1,0.2,0.5,-1
1950-03-06,-22.7,-11.0,0.0,0.0,0.5,-1
1950-03-07,-25.5,-1.1,0.0,0.0,0.5,-1
1950-03-08,-12.2,2.7,0.8,0.2,0.5,-1
1950-03-09,-19.9,-16.0,0.0,0.1,0.5,-1
1950-03-10,-24.4,-12.2,0.0,0.2,0.5,-1
1950-03-11,-22.7,-6.1,0.0,0.2,0.5,-1
1950-03-12,-16.6,-7.2,0.0,0.0,0.5,-1
1950-03-13,-25.5,-3.3,0.0,0.0,0.5,-1
1950-03-14,-19.4,-4.4,0.0,0.0,0.5,-1
1950-03-15,-17.2,-4.4,0.0,0.2,0.5,-1
1950-03-16,-24.9,-7.2,0.0,0.0,0.5,-1
1950-03-17,-24.9,-5.5,0.0,0.0,0.5,-1
1950-03-18,-20.5,-4.9,0.0,0.0,0.5,-1
1950-03-19,-15.5,-2.2,0.0,0.0,0.5,-1
1950-03-20,-17.7,2.2,0.0,0.0,0.5,-1
1950-03-21,-10.5,7.2,0.0,0.0,0.5,-1
1950-03-22,-8.3,7.2,0.0,0.0,0.5,-1
1950-03-23,-0.5,3.8,0.2,0.8,0.5,-1
1950-03-24,-1.1,2.2,0.0,0.0,0.5,-1
1950-03-25,-3.8,2.2,0.0,0.0,0.5,-1
1950-03-26,-11.0,7.2,0.0,0.0,0.5,-1
1950-03-27,-5.5,5.5,2.0,0.4,0.5,-1
1950-03-28,-2.2,8.3,0.0,0.1,0.5,-1
1950-03-29,-9.4,-3.8,0.0,0.0,0.5,-1
1950-03-30,-14.9,-2.2,0.0,0.0,0.5,-1
1950-03-31,-13.8,5.5,0.0,0.0,0.5,-1
1950-04-01,-7.2,3.8,0.1,0.4,0.5,-1
1950-04-02,-4.9,2.2,0.2,0.2,0.5,-1
1950-04-03,-1.1,2.2,0.5,0.2,0.5,-1
1950-04-04,-0.5,6.1,0.8,0.0,0.5,-1
1950-04-05,-0.5,0.0,0.0,0.0,0.5,-1
1950-04-06,-17.2,-2.7,0.0,0.0,0.5,-1
1950-04-07,-14.4,3.8,0.0,0.1,0.5,-1
1950-04-08,-11.0,-2.7,0.0,0.3,0.5,-1
1950-04-09,-14.9,0.5,0.0,0.0,0.5,-1
1950-04-10,-12.7,6.1,0.0,0.0,0.5,-1
1950-04-11,-7.7,2.2,0.3,0.5,0.5,-1
1950-04-12,-9.4,-6.1,0.0,0.3,0.5,-1
1950-04-13,-18.8,0.0,0.0,0.0,0.5,-1
1950-04-14,-12.7,0.5,0.0,0.0,0.5,-1
1950-04-15,-7.7,6.1,0.0,0.0,0.5,-1
1950-04-16,-4.9,11.6,0.1,0.0,0.5,-1
1950-04-17,1.6,14.4,0.1,0.0,0.5,-1
1950-04-18,2.2,12.7,0.0,0.0,0.5,-1
1950-04-19,2.7,14.9,1.1,0.0,0.5,-1
1950-04-20,1.6,7.2,0.0,0.0,0.5,-1
1950-04-21,-1.1,6.6,0.0,0.0,0.5,-1
1950-04-22,-1.6,7.2,0.0,0.0,0.5,-1
1950-04-23,-1.6,6.6,0.0,0.0,0.5,-1
1950-04-24,-4.4,6.1,0.0,0.0,0.5,-1
1950-04-25,-4.4,8.8,0.3,0.0,0.5,-1
1950-04-26,0.0,7.2,0.0,0.0,0.5,-1
1950-04-27,-1.6,6.6,0.0,0.0,0.5,-1
1950-04-28,0.5,4.4,0.0,0.0,0.5,-1
1950-04-29,-1.6,3.3,0.0,0.0,0.5,-1
1950-04-30,-2.2,11.0,0.0,0.0,0.5,-1
1950-05-01,1.6,8.8,0.0,0.0,0.5,-1
1950-05-02,0.5,7.7,0.0,0.0,0.5,-1
1950-05-03,-3.3,7.2,0.1,0.0,0.5,-1
1950-05-04,-1.1,13.8,0.0,0.0,0.5,-1
1950-05-05,1.6,17.7,0.0,0.0,0.5,-1
1950-05-06,4.4,17.7,0.0,0.0,0.5,-1
1950-05-07,-4.9,3.3,0.0,0.0,0.5,-1
1950-05-08,-4.4,12.2,0.1,0.0,0.5,-1
1950-05-09,-3.3,13.8,0.2,0.0,0.5,-1
1950-05-10,3.3,10.5,0.1,0.0,0.5,-1
1950-05-11,1.1,12.7,0.0,0.2,0.5,-1
1950-05-12,-0.5,8.8,0.2,0.9,0.5,-1
1950-05-13,-0.5,5.5,0.0,0.0,0.5,-1
1950-05-14,-5.5,16.6,0.4,0.0,0.5,-1
1950-05-15,2.7,13.8,0.0,0.0,0.5,-1
1950-05-16,-0.5,14.9,0.0,0.0,0.5,-1
1950-05-17,3.3,15.5,0.0,0.0,0.5,-1
1950-05-18,4.9,17.7,0.0,0.0,0.5,-1
1950-05-19,4.4,19.4,0.0,0.0,0.5,-1
1950-05-20,1.6,22.1,0.0,0.0,0.5,-1
1950-05-21,1.6,24.4,0.0,0.0,0.5,-1
1950-05-22,7.2,24.4,0.0,0.0,0.5,-1
1950-05-23,10.5,24.4,0.0,0.0,0.5,-1
1950-05-24,7.2,26.0,0.0,0.0,0.5,-1
1950-05-25,9.4,27.1,0.0,0.0,0.5,-1
1950-05-26,9.9,27.1,0.0,0.0,0.5,-1
1950-05-27,11.0,24.9,3.2,0.0,0.5,-1
1950-05-28,12.7,17.7,0.0,0.0,0.5,-1
1950-05-29,9.9,22.1,0.1,0.0,0.5,-1
1950-05-30,8.3,21.0,0.0,0.0,0.5,-1
1950-05-31,9.9,21.0,1.0,0.0,0.5,-1
1950-06-01,12.2,20.5,0.1,0.0,0.5,-1
1950-06-02,7.7,22.7,0.1,0.0,0.5,-1
1950-06-03,12.2,17.7,0.0,0.0,0.5,-1
1950-06-04,3.3,11.6,0.1,0.0,0.5,-1
1950-06-05,4.9,18.3,0.0,0.0,0.5,-1
1950-06-06,8.8,21.6,0.3,0.0,0.5,-1
1950-06-07,6.1,27.7,0.5,0.0,0.5,-1
1950-06-08,11.6,14.9,0.3,0.0,0.5,-1
1950-06-09,8.8,29.9,0.1,0.0,0.5,-1
1950-06-10,13.3,22.7,0.5,0.0,0.5,-1
1950-06-11,2.7,12.7,0.0,0.0,0.5,-1
1950-06-12,1.6,22.7,0.0,0.0,0.5,-1
1950-06-13,11.6,23.3,0.1,0.0,0.5,-1
1950-06-14,12.7,19.9,0.0,0.0,0.5,-1
1950-06-15,8.3,25.5,0.0,0.0,0.5,-1
1950-06-16,13.8,22.1,4.1,0.0,0.5,-1
1950-06-17,1.6,11.0,0.7,0.0,0.5,-1
1950-06-18,4.4,17.2,0.0,0.0,0.5,-1
1950-06-19,6.6,19.9,0.0,0.0,0.5,-1
1950-06-20,11.0,22.1,1.8,0.0,0.5,-1
1950-06-21,4.9,13.3,0.0,0.0,0.5,-1
1950-06-22,2.2,17.2,0.9,0.0,0.5,-1
1950-06-23,10.5,26.6,1.2,0.0,0.5,-1
1950-06-24,14.9,28.3,0.0,0.0,0.5,-1
1950-06-25,14.9,24.4,0.0,0.0,0.5,-1
1950-06-26,9.4,27.7,0.0,0.0,0.5,-1
1950-06-27,12.7,17.7,0.4,0.0,0.5,-1
1950-06-28,8.8,22.7,0.2,0.0,0.5,-1
1950-06-29,11.0,18.8,0.2,0.0,0.5,-1
1950-06-30,4.9,20.5,0.6,0.0,0.5,-1
1950-07-01,9.9,16.6,0.0,0.0,0.5,-1
1950-07-02,4.9,16.0,0.4,0.0,0.5,-1
1950-07-03,11.0,21.0,0.0,0.0,0.5,-1
1950-07-04,9.4,19.9,0.0,0.0,0.5,-1
1950-07-05,9.4,19.4,0.3,0.0,0.5,-1
1950-07-06,11.0,16.6,0.3,0.0,0.5,-1
1950-07-07,11.0,27.1,0.2,0.0,0.5,-1
1950-07-08,11.0,26.0,0.0,0.0,0.5,-1
1950-07-09,9.9,27.7,0.0,0.0,0.5,-1
1950-07-10,9.4,28.8,0.0,0.0,0.5,-1
1950-07-11,11.0,26.0,0.0,0.0,0.5,-1
1950-07-12,13.3,28.3,0.0,0.0,0.5,-1
1950-07-13,17.7,24.9,1.6,0.0,0.5,-1
1950-07-14,7.7,14.9,0.0,0.0,0.5,-1
1950-07-15,8.3,21.0,0.1,0.0,0.5,-1
1950-07-16,12.7,25.5,0.3,0.0,0.5,-1
1950-07-17,17.2,22.1,0.4,0.0,0.5,-1
1950-07-18,17.7,20.5,0.3,0.0,0.5,-1
1950-07-19,9.9,18.8,0.0,0.0,0.5,-1
1950-07-20,5.5,18.8,0.0,0.0,0.5,-1
1950-07-21,4.4,22.1,0.0,0.0,0.5,-1
1950-07-22,5.5,27.1,0.0,0.0,0.5,-1
1950-07-23,12.2,26.0,0.8,0.0,0.5,-1
1950-07-24,14.9,22.1,6.9,0.0,0.5,-1
1950-07-25,14.4,17.7,0.2,0.0,0.5,-1
1950-07-26,11.6,22.1,0.0,0.0,0.5,-1
1950-07-27,13.3,22.1,0.0,0.0,0.5,-1
1950-07-28,12.2,23.8,0.7,0.0,0.5,-1
1950-07-29,14.4,22.1,0.0,0.0,0.5,-1
1950-07-30,6.6,17.7,0.0,0.0,0.5,-1
1950-07-31,3.3,19.4,0.0,0.0,0.5,-1
1950-08-01,9.4,21.0,0.2,0.0,0.5,-1
1950-08-02,11.6,14.4,1.1,0.0,0.5,-1
1950-08-03,12.7,20.5,0.6,0.0,0.5,-1
1950-08-04,12.7,20.5,0.5,0.0,0.5,-1
1950-08-05,12.7,23.3,0.0,0.0,0.5,-1
1950-08-06,8.3,24.9,0.0,0.0,0.5,-1
1950-08-07,6.1,27.7,0.0,0.0,0.5,-1
1950-08-08,9.9,26.6,0.0,0.0,0.5,-1
1950-08-09,16.0,27.1,0.1,0.0,0.5,-1
1950-08-10,16.0,17.7,0.0,0.0,0.5,-1
1950-08-11,8.8,17.7,0.0,0.0,0.5,-1
1950-08-12,3.3,22.1,0.0,0.0,0.5,-1
1950-08-13,7.7,19.9,0.0,0.0,0.5,-1
1950-08-14,2.7,22.7,0.0,0.0,0.5,-1
1950-08-15,6.6,23.8,0.3,0.0,0.5,-1
1950-08-16,12.7,22.7,0.2,0.0,0.5,-1
1950-08-17,12.2,24.4,1.4,0.0,0.5,-1
1950-08-18,4.9,17.2,0.2,0.0,0.5,-1
1950-08-19,5.5,13.8,0.7,0.0,0.5,-1
1950-08-20,8.3,14.9,0.1,0.0,0.5,-1
1950-08-21,1.1,18.3,0.0,0.0,0.5,-1
1950-08-22,7.2,18.8,0.1,0.0,0.5,-1
1950-08-23,12.2,24.4,0.3,0.0,0.5,-1
1950-08-24,8.8,23.3,0.2,0.0,0.5,-1
1950-08-25,13.8,22.1,0.8,0.0,0.5,-1
1950-08-26,4.9,19.9,0.1,0.0,0.5,-1
1950-08-27,9.9,18.3,2.1,0.0,0.5,-1
1950-08-28,13.8,17.2,0.2,0.0,0.5,-1
1950-08-29,7.7,13.8,0.0,0.0,0.5,-1
1950-08-30,0.0,19.4,0.0,0.0,0.5,-1
1950-08-31,6.6,18.3,0.1,0.0,0.5,-1
1950-09-01,12.2,16.6,0.0,0.0,0.5,-1
1950-09-02,3.3,15.5,0.0,0.0,0.5,-1
1950-09-03,3.3,16.6,0.9,0.0,0.5,-1
1950-09-04,4.9,11.0,0.3,0.0,0.5,-1
1950-09-05,7.7,17.7,0.1,0.0,0.5,-1
1950-09-06,3.8,22.1,0.0,0.0,0.5,-1
1950-09-07,11.0,24.4,0.0,0.0,0.5,-1
1950-09-08,6.1,23.8,0.0,0.0,0.5,-1
1950-09-09,6.1,22.1,0.0,0.0,0.5,-1
1950-09-10,7.2,16.6,0.0,0.0,0.5,-1
1950-09-11,7.7,17.7,0.0,0.0,0.5,-1
1950-09-12,4.9,17.2,0.0,0.0,0.5,-1
1950-09-13,3.8,17.7,0.0,0.0,0.5,-1
1950-09-14,4.4,13.3,0.8,0.0,0.5,-1
1950-09-15,10.5,14.9,0.3,0.0,0.5,-1
1950-09-16,3.3,9.9,0.0,0.0,0.5,-1
1950-09-17,0.5,12.7,0.0,0.0,0.5,-1
1950-09-18,-1.6,12.2,0.5,0.0,0.5,-1
1950-09-19,5.5,11.6,0.0,0.0,0.5,-1
1950-09-20,-2.7,14.4,0.2,0.0,0.5,-1
1950-09-21,0.5,11.0,0.0,0.0,0.5,-1
1950-09-22,-3.3,7.7,0.9,0.0,0.5,-1
1950-09-23,0.5,3.8,0.3,0.5,0.5,-1
1950-09-24,0.0,3.8,0.0,0.0,0.5,-1
1950-09-25,-0.5,7.2,0.0,0.0,0.5,-1
1950-09-26,-3.3,13.3,0.0,0.0,0.5,-1
1950-09-27,1.1,18.3,0.0,0.0,0.5,-1
1950-09-28,9.4,21.6,0.0,0.0,0.5,-1
1950-09-29,10.5,22.7,0.0,0.0,0.5,-1
1950-09-30,11.0,23.8,0.0,0.0,0.5,-1
1950-10-01,13.3,25.5,0.0,0.0,0.5,-1
1950-10-02,11.6,26.6,0.1,0.0,0.5,-1
1950-10-03,15.5,16.6,0.0,0.0,0.5,-1
1950-10-04,1.1,4.9,0.0,0.0,0.5,-1
1950-10-05,1.1,11.6,0.0,0.0,0.5,-1
1950-10-06,2.2,12.2,0.0,0.0,0.5,-1
1950-10-07,6.6,17.7,0.0,0.0,0.5,-1
1950-10-08,8.8,16.6,0.1,0.0,0.5,-1
1950-10-09,7.2,13.3,0.1,0.0,0.5,-1
1950-10-10,6.6,12.2,0.4,0.0,0.5,-1
1950-10-11,6.1,7.7,0.4,0.0,0.5,-1
1950-10-12,6.1,8.8,2.3,0.0,0.5,-1
1950-10-13,1.1,1.6,0.3,0.0,0.5,-1
1950-10-14,0.0,2.2,0.0,0.0,0.5,-1
1950-10-15,-3.3,7.2,0.0,0.0,0.5,-1
1950-10-16,-6.1,7.7,1.2,0.0,0.5,-1
1950-10-17,0.0,12.7,0.0,0.0,0.5,-1
1950-10-18,-1.6,8.3,0.1,0.0,0.5,-1
1950-10-19,0.0,21.0,0.4,0.0,0.5,-1
1950-10-20,0.0,2.7,0.3,0.5,0.5,-1
1950-10-21,-1.1,2.2,0.0,0.0,0.5,-1
1950-10-22,-1.1,3.3,0.0,0.4,0.5,-1
1950-10-23,-2.2,1.6,0.0,0.0,0.5,-1
1950-10-24,-6.1,2.7,0.4,0.1,0.5,-1
1950-10-25,-2.7,3.3,0.3,0.0,0.5,-1
1950-10-26,-2.2,0.0,0.0,0.0,0.5,-1
1950-10-27,-9.4,4.4,0.0,0.0,0.5,-1
1950-10-28,-6.1,9.4,0.1,0.0,0.5,-1
1950-10-29,1.6,12.7,0.0,0.0,0.5,-1
1950-10-30,4.9,15.5,0.0,0.0,0.5,-1
1950-10-31,-2.2,11.0,0.0,0.0,0.5,-1
1950-11-01,0.0,14.4,0.1,0.0,0.5,-1
1950-11-02,6.1,13.3,0.0,0.0,0.5,-1
1950-11-03,-2.7,1.6,0.0,0.0,0.5,-1
1950-11-04,-4.4,-1.6,0.0,1.2,0.5,-1
1950-11-05,-2.7,-2.2,0.1,0.7,0.5,-1
1950-11-06,-7.7,2.7,0.4,0.2,0.5,-1
1950-11-07,-7.7,5.5,0.5,0.0,0.5,-1
1950-11-08,-4.9,2.7,1.2,0.4,0.5,-1
1950-11-09,0.0,8.3,0.7,0.1,0.5,-1
1950-11-10,-2.7,-1.1,0.0,0.0,0.5,-1
1950-11-11,-8.8,-3.3,0.0,0.0,0.5,-1
1950-11-12,-13.8,-2.2,0.0,0.0,0.5,-1
1950-11-13,-8.8,-1.6,0.0,0.4,0.5,-1
1950-11-14,-5.5,5.5,0.2,0.0,0.5,-1
1950-11-15,-2.7,3.8,0.4,0.0,0.5,-1
1950-11-16,1.1,7.7,1.2,0.0,0.5,-1
1950-11-17,-0.5,0.0,0.0,0.0,0.5,-1
1950-11-18,-6.6,1.6,0.0,0.0,0.5,-1
1950-11-19,-7.2,7.7,0.6,0.3,0.5,-1
1950-11-20,-1.6,1.1,0.1,1.0,0.5,-1
1950-11-21,-7.7,-6.1,0.0,0.2,0.5,-1
1950-11-22,-8.3,-7.7,0.0,0.0,0.5,-1
1950-11-23,-17.7,-3.8,0.0,0.0,0.5,-1
1950-11-24,-16.0,0.5,0.0,0.1,0.5,-1
1950-11-25,-4.4,3.3,0.4,0.0,0.5,-1
1950-11-26,-2.7,3.3,0.1,0.1,0.5,-1
1950-11-27,0.5,1.1,0.0,0.1,0.5,-1
1950-11-28,-6.1,0.5,0.2,0.5,0.5,-1
1950-11-29,-4.4,1.1,0.0,0.2,0.5,-1
1950-11-30,-6.1,-3.8,0.0,0.0,0.5,-1
1950-12-01,-6.6,-3.8,0.0,0.2,0.5,-1
1950-12-02,-9.9,-1.1,0.2,0.3,0.5,-1
1950-12-03,-9.4,2.7,1.2,0.0,0.5,-1
1950-12-04,-2.2,1.6,0.0,0.0,0.5,-1
1950-12-05,-12.2,-7.2,0.0,0.0,0.5,-1
1950-12-06,-14.4,-4.9,0.0,0.0,0.5,-1
1950-12-07,-13.3,2.2,0.1,0.0,0.5,-1
1950-12-08,-6.1,0.0,0.2,0.2,0.5,-1
1950-12-09,-3.8,-2.2,0.0,0.0,0.5,-1
1950-12-10,-3.8,-1.1,0.0,0.0,0.5,-1
1950-12-11,-5.5,-2.7,0.0,0.4,0.5,-1
1950-12-12,-8.3,-8.3,0.0,0.3,0.5,-1
1950-12-13,-13.8,-7.7,0.0,0.0,0.5,-1
1950-12-14,-14.4,-9.4,0.0,0.0,0.5,-1
1950-12-15,-17.7,-7.2,0.0,0.0,0.5,-1
1950-12-16,-15.5,-6.6,0.0,0.5,0.5,-1
1950-12-17,-12.2,-7.2,0.0,0.1,0.5,-1
1950-12-18,-19.4,-11.0,0.0,0.0,0.5,-1
1950-12-19,-23.8,-11.0,0.0,0.2,0.5,-1
1950-12-20,-22.1,-11.0,0.0,0.1,0.5,-1
1950-12-21,-17.7,-6.6,0.0,0.7,0.5,-1
1950-12-22,-15.5,-4.4,0.0,0.0,0.5,-1
1950-12-23,-17.7,-3.8,0.0,0.6,0.5,-1
1950-12-24,-17.7,-2.7,0.0,0.4,0.5,-1
1950-12-25,-23.3,-22.7,0.0,0.0,0.5,-1
1950-12-26,-30.5,-20.5,0.0,0.0,0.5,-1
1950-12-27,-30.5,-7.2,0.0,0.7,0.5,-1
1950-12-28,-28.3,-6.6,0.0,0.2,0.5,-1
1950-12-29,-13.3,-5.5,0.0,0.1,0.5,-1
1950-12-30,-10.5,-6.1,0.0,0.2,0.5,-1
1950-12-31,-10.5,-7.2,0.0,0.0,0.5,-1
1951-01-01,-24.4,-2.2,0.0,0.1,0.5,-1
1951-01-02,-19.9,2.7,0.4,0.2,0.5,-1
1951-01-03,-2.2,2.2,0.2,1.0,0.5,-1
1951-01-04,-7.7,-7.7,0.0,0.1,0.5,-1
1951-01-05,-24.4,-14.4,0.0,0.0,0.5,-1
1951-01-06,-24.4,-12.7,0.0,0.0,0.5,-1
1951-01-07,-31.0,-12.7,0.0,0.0,0.5,-1
1951-01-08,-30.5,-12.2,0.0,0.0,0.5,-1
1951-01-09,-25.5,-2.7,0.0,0.1,0.5,-1
1951-01-10,-12.7,-1.1,0.0,0.0,0.5,-1
1951-01-11,-3.3,-0.5,0.0,0.4,0.5,-1
1951-01-12,-6.1,-4.9,0.0,0.0,0.5,-1
1951-01-13,-12.7,-4.4,0.0,0.0,0.5,-1
1951-01-14,-17.7,-7.2,0.0,0.6,0.5,-1
1951-01-15,-17.2,-4.9,0.0,0.8,0.5,-1
1951-01-16,-9.9,-8.8,0.0,0.0,0.5,-1
1951-01-17,-21.6,-4.9,0.0,0.3,0.5,-1
1951-01-18,-11.0,-1.1,0.0,0.0,0.5,-1
1951-01-19,-7.2,1.1,0.0,0.1,0.5,-1
1951-01-20,-13.8,-8.8,0.0,1.9,0.5,-1
1951-01-21,-18.8,-18.8,0.0,0.0,0.5,-1
1951-01-22,-34.4,-18.3,0.0,0.2,0.5,-1
1951-01-23,-34.4,-3.3,0.0,0.7,0.5,-1
1951-01-24,-21.0,-1.1,0.0,0.5,0.5,-1
1951-01-25,-16.6,-7.7,0.0,0.1,0.5,-1
1951-01-26,-17.2,-11.0,0.0,0.0,0.5,-1
1951-01-27,-27.7,-19.4,0.0,0.0,0.5,-1
1951-01-28,-31.0,-18.8,0.0,0.0,0.5,-1
1951-01-29,-29.4,-14.9,0.0,0.0,0.5,-1
1951-01-30,-38.2,-24.9,0.0,0.0,0.5,-1
1951-01-31,-38.8,-17.2,0.0,0.3,0.5,-1
1951-02-01,-28.8,-14.9,0.0,1.5,0.5,-1
1951-02-02,-19.4,-12.2,0.0,0.1,0.5,-1
1951-02-03,-19.4,-9.4,0.0,0.0,0.5,-1
1951-02-04,-18.3,-7.7,0.0,0.1,0.5,-1
1951-02-05,-17.2,-12.7,0.0,0.2,0.5,-1
1951-02-06,-29.9,-1.6,0.0,0.9,0.5,-1
1951-02-07,-26.0,0.0,0.0,0.3,0.5,-1
1951-02-08,-27.1,-18.3,0.0,0.0,0.5,-1
1951-02-09,-32.1,-23.3,0.0,0.0,0.5,-1
1951-02-10,-40.5,-11.0,0.0,1.1,0.5,-1
1951-02-11,-38.8,-5.5,0.0,0.4,0.5,-1
1951-02-12,-11.0,-1.6,0.0,0.3,0.5,-1
1951-02-13,-17.2,-13.3,0.0,0.1,0.5,-1
1951-02-14,-26.6,-12.7,0.0,0.0,0.5,-1
1951-02-15,-32.1,-6.6,0.0,0.0,0.5,-1
1951-02-16,-31.0,-1.6,0.0,0.0,0.5,-1
1951-02-17,-23.3,-2.2,0.0,0.1,0.5,-1
1951-02-18,-8.3,1.1,0.0,0.0,0.5,-1
1951-02-19,-2.2,2.2,0.3,0.2,0.5,-1
1951-02-20,0.0,2.2,0.1,0.0,0.5,-1
1951-02-21,0.0,2.2,0.1,0.0,0.5,-1
1951-02-22,-1.1,-1.1,0.0,0.1,0.5,-1
1951-02-23,-13.3,-7.7,0.0,0.0,0.5,-1
1951-02-24,-17.7,-1.1,0.0,0.0,0.5,-1
1951-02-25,-16.0,3.3,0.0,0.0,0.5,-1
1951-02-26,-2.7,2.2,0.0,0.8,0.5,-1
1951-02-27,-3.3,-1.1,0.0,0.3,0.5,-1
1951-02-28,-16.6,-2.2,0.0,0.0,0.5,-1
1951-03-01,-17.2,-8.8,0.0,0.9,0.5,-1
1951-03-02,-12.2,-3.8,0.0,0.4,0.5,-1
1951-03-03,-10.5,-0.5,0.0,0.8,0.5,-1
1951-03-04,-7.7,-1.1,0.1,0.0,0.5,-1
1951-03-05,-13.8,0.5,0.0,0.0,0.5,-1
1951-03-06,-14.9,2.7,0.0,0.0,0.5,-1
1951-03-07,-12.2,6.6,0.0,0.0,0.5,-1
1951-03-08,-14.4,-7.2,0.0,0.0,0.5,-1
1951-03-09,-23.3,-6.6,0.0,0.0,0.5,-1
1951-03-10,-21.0,-3.8,0.0,0.0,0.5,-1
1951-03-11,-14.4,1.6,0.0,0.0,0.5,-1
1951-03-12,-13.3,6.6,0.0,0.0,0.5,-1
1951-03-13,-5.5,7.7,0.0,0.0,0.5,-1
1951-03-14,-6.1,8.3,0.0,0.0,0.5,-1
1951-03-15,-3.8,3.8,0.3,0.2,0.5,-1
1951-03-16,-2.2,2.7,0.0,0.1,0.5,-1
1951-03-17,-7.7,0.0,0.0,0.0,0.5,-1
1951-03-18,-7.2,6.1,0.0,0.0,0.5,-1
1951-03-19,-2.7,1.6,0.0,2.0,0.5,-1
1951-03-20,-7.2,-3.3,0.0,0.1,0.5,-1
1951-03-21,-11.0,-6.1,0.0,0.1,0.5,-1
1951-03-22,-16.6,-3.3,0.0,0.6,0.5,-1
1951-03-23,-12.7,-1.1,0.0,0.0,0.5,-1
1951-03-24,-10.5,-3.8,0.1,0.6,0.5,-1
1951-03-25,-16.0,-9.4,0.0,0.2,0.5,-1
1951-03-26,-22.1,-2.7,0.0,0.0,0.5,-1
